,Name,place_id,Address,Coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,category,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y
36,Galveston Yacht Marina,ChIJW2gt4jCeP4YRZhbIQdFD-xY,"715 North Holiday Drive, Galveston","{'lat': 29.3182961, 'lng': -94.7745242}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,4.3,524.0,,,,,,,,point_of_interest,"[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0830'}}]","['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20095:00\u202fPM']","[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0830'}}]","['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20095:00\u202fPM']"
37,Texas Coastal Realty,ChIJD86kKcSfP4YRcdIxDBCrCy4,"801 East Beach Drive, Galveston","{'lat': 29.3158765, 'lng': -94.75466589999999}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'general_contractor', 'point_of_interest', 'establishment']",,,,,5.0,2.0,,,,,,,,real_estate_agency,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20094:00\u202fPM']","[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20094:00\u202fPM']"
38,US Army Corps of Engineers - Jadwin Building,ChIJlYfUrCueP4YRC5Q4HcphqS4,"2000 Fort Point Road, Galveston","{'lat': 29.3300917, 'lng': -94.77225879999999}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,5.0,9.0,,,,,,,,point_of_interest,,,,
39,Alcohol Drug Abuse Women's Center,ChIJUzkKzTSeP4YRD9bE25a_7vU,"201 1st Street, Galveston","{'lat': 29.3135393, 'lng': -94.7693013}",OPERATIONAL,"['health', 'point_of_interest', 'establishment']",,,,,4.6,12.0,,,,,,,,health,,,,
40,Beachtown Galveston,ChIJnWqI7MKfP4YRHIZYCA-PXlA,"630 Beachtown Drive, Galveston","{'lat': 29.3195256, 'lng': -94.7502288}",OPERATIONAL,"['real_estate_agency', 'point_of_interest', 'establishment']",,,,,4.4,62.0,,,,,,,,real_estate_agency,"[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20095:00\u202fPM']","[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20095:00\u202fPM']"
41,"American Villas, LLC",ChIJxdujG0CeP4YRV7elusCn_V8,"2418 Sea Park Lane, Galveston","{'lat': 29.32434370000001, 'lng': -94.7454717}",OPERATIONAL,"['general_contractor', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,general_contractor,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
42,East End Lagoon Nature Preserve,ChIJsbMsDeKfP4YRtiayEgElOic,"Boddeker Road, Galveston","{'lat': 29.3336509, 'lng': -94.74534899999999}",OPERATIONAL,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",,,,,4.6,231.0,,,,,,,,tourist_attraction,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
43,Casa Caribe Apartments,ChIJTXG3ycqfP4YRUfFQelwufYY,"515 1st Street, Galveston","{'lat': 29.311152, 'lng': -94.7689518}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,3.7,14.0,,,,,,,,point_of_interest,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']"
44,US Coast Guard,ChIJN42cpG6eP4YRkiAaUuo-0co,"3000 Fort Point Road, Galveston","{'lat': 29.331414, 'lng': -94.7699629}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,5.0,5.0,,,,,,,,point_of_interest,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
45,USMC Reserve Center,ChIJn7n2oX91P4YRJUMJ25RyVQc,Galveston,"{'lat': 29.3356015, 'lng': -94.76779529999999}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,3.0,2.0,,,,,,,,point_of_interest,,,,
46,East Beach (R.A. Apffel),ChIJ0TpwXPyfP4YR5n_viaBOn5s,"1923 Boddeker Road, Galveston","{'lat': 29.328292, 'lng': -94.73339109999999}",OPERATIONAL,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.5,1284.0,,,,,,,,park,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']","[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']"
47,Exxon,ChIJZfEZkTSeP4YRmU-HQXPCQSQ,"202 Harborside Drive, Galveston","{'lat': 29.3145229, 'lng': -94.770812}",OPERATIONAL,"['gas_station', 'point_of_interest', 'establishment']",,,,,4.1,361.0,,,,,,,,gas_station,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
48,Ferry Road Food Mart,ChIJv7DUyjefP4YRHSRMFfzo81w,"202 Harborside Drive # A, Galveston","{'lat': 29.3145062, 'lng': -94.7708889}",OPERATIONAL,"['gas_station', 'point_of_interest', 'establishment']",,,,,4.2,91.0,,,,,,,,gas_station,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
49,Galveston Island Horse and Pony Rides,ChIJhcf0DrWfP4YRqmTZZCKHqlg,"1929 Boddeker Road, Galveston","{'lat': 29.3336225, 'lng': -94.7344875}",OPERATIONAL,"['tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.5,580.0,,,,,,,,tourist_attraction,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']","[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']"
50,Fort San Jacinto Historic Point,ChIJNbC7hoaeP4YRxKBx7YxasYQ,"Seawall Boulevard, Galveston","{'lat': 29.3352008, 'lng': -94.7524258}",OPERATIONAL,"['tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.5,946.0,,,,,,,,tourist_attraction,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
51,Dolphin Manor,ChIJtfsUEDOeP4YR-9FtigjRSy0,"Dolphin Avenue, Galveston","{'lat': 29.3176359, 'lng': -94.77102780000001}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,lodging,,,,
52,Starbucks,ChIJ7y8WOTaeP4YRZurDjGKFqDo,"The University of Texas Medical Branch at, 301 University Boulevard, Galveston","{'lat': 29.3108034, 'lng': -94.7770571}",OPERATIONAL,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,,,2.0,2.9,16.0,,,,,,,,cafe,"[{'close': {'day': 1, 'time': '1350'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1350'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1350'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1350'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1350'}, 'open': {'day': 5, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1350'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1350'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1350'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1350'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1350'}, 'open': {'day': 5, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20091:50\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
53,PJ’s coffee,ChIJr2xS_mmfP4YRUtmPDqSn8ts,"712 Texas Avenue, Galveston","{'lat': 29.3114867, 'lng': -94.77805839999999}",OPERATIONAL,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,cafe,"[{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
54,America's Kitchen,ChIJCeQ8vjaeP4YR-LY8C0EmDT4,"500 Harborside Drive, Galveston","{'lat': 29.3140986, 'lng': -94.77556659999999}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,4.4,565.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20092:00\u202fPM']"
