,Name,Address,Coordinates,Name + Address,second_best_match,second_best_score
473,The 1890 Freeman House,"1711 Postoffice St, Galveston","{'lat': 29.3059964, 'lng': -94.7870674}","The 1890 Freeman House1711 Postoffice St, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
474,The Oleander Hotel Galveston,"520 20th Street, Galveston","{'lat': 29.30490529999999, 'lng': -94.7896871}","The Oleander Hotel Galveston520 20th Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
475,Galveston Rooming House,"515 20th Street, Galveston","{'lat': 29.3048912, 'lng': -94.79014049999999}","Galveston Rooming House515 20th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
476,Schaefer Haus,"511 17th Street, Galveston","{'lat': 29.3060371, 'lng': -94.7867776}","Schaefer Haus511 17th Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
477,The George Manor,"1502 Market Street, Galveston","{'lat': 29.3080564, 'lng': -94.7850404}","The George Manor1502 Market Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
478,The Sunflower Bakery & Cafe,"512 14th Street, Galveston","{'lat': 29.30704979999999, 'lng': -94.78297940000002}","The Sunflower Bakery & Cafe512 14th Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
479,Shykatz,"1528 Avenue L, Galveston","{'lat': 29.3005619, 'lng': -94.78322530000001}","Shykatz1528 Avenue L, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
480,PattyCakes Bakery,"704 14th Street, Galveston","{'lat': 29.3054245, 'lng': -94.78242000000002}","PattyCakes Bakery704 14th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
483,Mosquito Cafe,"628 14th Street, Galveston","{'lat': 29.3057145, 'lng': -94.7825488}","Mosquito Cafe628 14th Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
485,The Original Mexican Cafe,"1401 Market Street, Galveston","{'lat': 29.3079298, 'lng': -94.78360769999999}","The Original Mexican Cafe1401 Market Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
488,Bishop’s Palace,"1402 Broadway Avenue J, Galveston","{'lat': 29.303089, 'lng': -94.782191}","Bishop’s Palace1402 Broadway Avenue J, Galveston","Certified Wildlife Habitat at the 1892 Bishop's Palace1402 Broadway Avenue J, Galveston",90
492,Galveston Historical Fndnt,"1402 Broadway Avenue J, Galveston","{'lat': 29.3031006, 'lng': -94.782186}","Galveston Historical Fndnt1402 Broadway Avenue J, Galveston","UTMB 17E113-191 11th Street, Galveston",86
493,ABC Precision Floors - Floor Contractor,"1309 Broadway Avenue J, Galveston","{'lat': 29.3027304, 'lng': -94.7809035}","ABC Precision Floors - Floor Contractor1309 Broadway Avenue J, Galveston","Parking utmb365-379 11th Street, Galveston",86
494,Casa Familia - Galveston,"1407 Broadway Avenue J, Galveston","{'lat': 29.3023971, 'lng': -94.78201179999999}","Casa Familia - Galveston1407 Broadway Avenue J, Galveston","UTMB 17E113-191 11th Street, Galveston",86
495,Dr. David Raimer,"1501 Broadway Avenue J, Galveston","{'lat': 29.3020762, 'lng': -94.7829683}","Dr. David Raimer1501 Broadway Avenue J, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
496,Le Makeup Muse,"1610 Postoffice St, Galveston","{'lat': 29.3067566, 'lng': -94.7860151}","Le Makeup Muse1610 Postoffice St, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
497,Caruso Red LLC,"1126 Church Street, Galveston","{'lat': 29.3073141, 'lng': -94.7804761}","Caruso Red LLC1126 Church Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
498,"The Hodge Law Firm, PLLC","1301 Market Street, Galveston","{'lat': 29.308146, 'lng': -94.78255689999999}","The Hodge Law Firm, PLLC1301 Market Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
499,Lasker Inn Bed & Breakfast and Event Venue,"1019 16th Street, Galveston","{'lat': 29.3013671, 'lng': -94.7839932}","Lasker Inn Bed & Breakfast and Event Venue1019 16th Street, Galveston","Parking utmb365-379 11th Street, Galveston",86
500,Nailed it galveston,"1020 13th Street, Galveston","{'lat': 29.3024156, 'lng': -94.78010289999999}","Nailed it galveston1020 13th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
501,Rapp Management Co. INC,"1703 Broadway Avenue J, Galveston","{'lat': 29.3014921, 'lng': -94.7852891}","Rapp Management Co. INC1703 Broadway Avenue J, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
504,Sacred Heart Catholic Church (Holy Family Parish),"1302 Broadway Avenue J, Galveston","{'lat': 29.3032927, 'lng': -94.78129659999999}","Sacred Heart Catholic Church (Holy Family Parish)1302 Broadway Avenue J, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
505,Brian Stanton Associates,"1815 Avenue H, Galveston","{'lat': 29.3030585, 'lng': -94.78737439999999}","Brian Stanton Associates1815 Avenue H, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
508,Bay Area Real Property,"1802 Broadway Avenue J # 212, Galveston","{'lat': 29.3018945, 'lng': -94.78670729999999}","Bay Area Real Property1802 Broadway Avenue J # 212, Galveston","UTMB 17E113-191 11th Street, Galveston",86
509,EPG Maintenance Services - Chimney and Fireplace,"1415 Avenue L, Galveston","{'lat': 29.3006871, 'lng': -94.7815557}","EPG Maintenance Services - Chimney and Fireplace1415 Avenue L, Galveston","Parking utmb365-379 11th Street, Galveston",86
511,Diana G. Bertini - Attorney At Law,"1802 Broadway Avenue J Suite 224, Galveston","{'lat': 29.3018994, 'lng': -94.7866928}","Diana G. Bertini - Attorney At Law1802 Broadway Avenue J Suite 224, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
512,Moody Neurorehabilitation Institute at Galveston,"1528 Postoffice Street, Galveston","{'lat': 29.3073949, 'lng': -94.7854539}","Moody Neurorehabilitation Institute at Galveston1528 Postoffice Street, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
513,Tramonte Builders & Investors,"1802 Broadway Avenue J, Galveston","{'lat': 29.3018945, 'lng': -94.78670729999999}","Tramonte Builders & Investors1802 Broadway Avenue J, Galveston","UTMB 17E113-191 11th Street, Galveston",86
514,St. Paul United Methodist Church,"1425 Broadway Avenue J, Galveston","{'lat': 29.3022637, 'lng': -94.78257049999999}","St. Paul United Methodist Church1425 Broadway Avenue J, Galveston","Parking utmb365-379 11th Street, Galveston",86
515,Torres Barber & Beauty Salon,"1401 Church Street, Galveston","{'lat': 29.306177, 'lng': -94.7830609}","Torres Barber & Beauty Salon1401 Church Street, Galveston","UTMB 17E113-191 11th Street, Galveston",86
516,Tony's International Car Care,"1328 Postoffice St, Galveston","{'lat': 29.3075275, 'lng': -94.7830569}","Tony's International Car Care1328 Postoffice St, Galveston","UTMB 17E113-191 11th Street, Galveston",86
517,Galveston Dermatology,"1501 Broadway Avenue J, Galveston","{'lat': 29.3020762, 'lng': -94.7829683}","Galveston Dermatology1501 Broadway Avenue J, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
518,Lankford Custom Homes,"1401 Winnie Street, Galveston","{'lat': 29.3052615, 'lng': -94.78270450000001}","Lankford Custom Homes1401 Winnie Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
519,Lockhart House,"1502 Avenue H, Galveston","{'lat': 29.30449419999999, 'lng': -94.7837497}","Lockhart House1502 Avenue H, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
520,George Fox House,"1502 Avenue H, Galveston","{'lat': 29.3045512, 'lng': -94.78377689999999}","George Fox House1502 Avenue H, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
521,Galveston TX Historic Vacation Rental,"1512 Avenue H, Galveston","{'lat': 29.3044328, 'lng': -94.783964}","Galveston TX Historic Vacation Rental1512 Avenue H, Galveston","UTMB 17E113-191 11th Street, Galveston",86
522,The Frederich-Erhard House,"1320 Avenue H, Galveston","{'lat': 29.3049849, 'lng': -94.7820046}","The Frederich-Erhard House1320 Avenue H, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
523,The Historic August Roemer Tenant House,"1416 Sealy Avenue, Galveston","{'lat': 29.3038027, 'lng': -94.7826865}","The Historic August Roemer Tenant House1416 Sealy Avenue, Galveston","Parking utmb365-379 11th Street, Galveston",86
524,La Petite Maison Rose,"612 15th Street, Galveston","{'lat': 29.3057488, 'lng': -94.7837809}","La Petite Maison Rose612 15th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
525,Label Systems Inc,"1514 Sealy Avenue, Galveston","{'lat': 29.30356209999999, 'lng': -94.78381449999999}","Label Systems Inc1514 Sealy Avenue, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
526,Thomas Chubb House,"1417 Sealy Avenue, Galveston","{'lat': 29.303419, 'lng': -94.78269569999999}","Thomas Chubb House1417 Sealy Avenue, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
527,William and Adele Skinner House,"1318 Sealy Avenue, Galveston","{'lat': 29.3041383, 'lng': -94.78162479999999}","William and Adele Skinner House1318 Sealy Avenue, Galveston","UTMB 17E113-191 11th Street, Galveston",86
528,Jacobs Home,"1323 Church Street, Galveston","{'lat': 29.3062688, 'lng': -94.7825203}","Jacobs Home1323 Church Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
529,A&G Painting & Texture,"1306 Winnie Street, Galveston","{'lat': 29.305952, 'lng': -94.78182129999999}","A&G Painting & Texture1306 Winnie Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
530,Carl and Hilda Biehl House,"1416 Broadway Avenue J, Galveston","{'lat': 29.3029714, 'lng': -94.7824533}","Carl and Hilda Biehl House1416 Broadway Avenue J, Galveston","UTMB 17E113-191 11th Street, Galveston",86
531,Certified Wildlife Habitat at the 1892 Bishop's Palace,"1402 Broadway Avenue J, Galveston","{'lat': 29.3030602, 'lng': -94.7821467}","Certified Wildlife Habitat at the 1892 Bishop's Palace1402 Broadway Avenue J, Galveston","Bishop’s Palace1402 Broadway Avenue J, Galveston",90
532,Med-Pathway Inc.,"1612 Avenue H, Galveston","{'lat': 29.3041223, 'lng': -94.7850902}","Med-Pathway Inc.1612 Avenue H, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
533,Former Site of Heidenheimer Castle,"1602 Sealy Avenue, Galveston","{'lat': 29.3034508, 'lng': -94.78468149999999}","Former Site of Heidenheimer Castle1602 Sealy Avenue, Galveston","UTMB 17E113-191 11th Street, Galveston",86
534,George Washington Chapter - DAR,"1224 Avenue H, Galveston","{'lat': 29.3052734, 'lng': -94.78092099999999}","George Washington Chapter - DAR1224 Avenue H, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
535,Darragh Park,"519 15th Street, Galveston","{'lat': 29.3063027, 'lng': -94.7843771}","Darragh Park519 15th Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
536,Sealy Suites,"1224 Sealy Avenue, Galveston","{'lat': 29.3043126, 'lng': -94.7805467}","Sealy Suites1224 Sealy Avenue, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
537,Menard Ganter House,"1209 Winnie Street, Galveston","{'lat': 29.3057898, 'lng': -94.7807064}","Menard Ganter House1209 Winnie Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
538,Galveston Friends Church,"1501 Postoffice St, Galveston","{'lat': 29.3067325, 'lng': -94.7844875}","Galveston Friends Church1501 Postoffice St, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
539,Dr. Ramon L Sanchez,"1501 Broadway Avenue J, Galveston","{'lat': 29.3020762, 'lng': -94.7829683}","Dr. Ramon L Sanchez1501 Broadway Avenue J, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
540,Wilber Cherry Home,"1602 Church Street, Galveston","{'lat': 29.3059159, 'lng': -94.7854885}","Wilber Cherry Home1602 Church Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
541,Benson Remodeling & Repairs,"1212 Sealy St, Galveston","{'lat': 29.3044887, 'lng': -94.78023710000001}","Benson Remodeling & Repairs1212 Sealy St, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
542,The Historic Lucas Terrace,"1407 Broadway Avenue J, Galveston","{'lat': 29.3024174, 'lng': -94.78201469999999}","The Historic Lucas Terrace1407 Broadway Avenue J, Galveston","UTMB 17E113-191 11th Street, Galveston",86
543,Powhatan and Mattie Wren House,"1403 Texas 87, Galveston","{'lat': 29.3024365, 'lng': -94.78178229999999}","Powhatan and Mattie Wren House1403 Texas 87, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
544,The Jesse Tree,"1619 Sealy Avenue, Galveston","{'lat': 29.30276730000001, 'lng': -94.7849485}","The Jesse Tree1619 Sealy Avenue, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
545,Seawolf Shredders,"612 17th Street, Galveston","{'lat': 29.3051639, 'lng': -94.78600709999999}","Seawolf Shredders612 17th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
546,The Fountain House,"1408 Postoffice Street, Galveston","{'lat': 29.3073558, 'lng': -94.7835839}","The Fountain House1408 Postoffice Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
553,Bamboo,"1205 Church Street, Galveston","{'lat': 29.306683, 'lng': -94.7808692}","Bamboo1205 Church Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
555,Galveston East End Guest House,"1714 Avenue H, Galveston","{'lat': 29.3038085, 'lng': -94.7864465}","Galveston East End Guest House1714 Avenue H, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
559,Tip'Sea Inn,"1811 Winnie Street, Galveston","{'lat': 29.3039838, 'lng': -94.78763970000001}","Tip'Sea Inn1811 Winnie Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
562,Jack in the Box,"920 Seawall Boulevard, Galveston","{'lat': 29.3010669, 'lng': -94.7758676}","Jack in the Box920 Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
563,Galveston Snack Shack,"1020 Seawall Boulevard, Galveston","{'lat': 29.3001141, 'lng': -94.7765677}","Galveston Snack Shack1020 Seawall Boulevard, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
564,The Fancy,"1002 Seawall Boulevard, Galveston","{'lat': 29.30057249999999, 'lng': -94.77625809999999}","The Fancy1002 Seawall Boulevard, Galveston","The Anchor1228 Seawall Boulevard, Galveston",89
565,Benno's Cajun Seafood Restaurant,"1212 Seawall Boulevard, Galveston","{'lat': 29.2981818, 'lng': -94.77816729999999}","Benno's Cajun Seafood Restaurant1212 Seawall Boulevard, Galveston","Parking utmb365-379 11th Street, Galveston",86
566,The Anchor,"1228 Seawall Boulevard, Galveston","{'lat': 29.29792339999999, 'lng': -94.7784933}","The Anchor1228 Seawall Boulevard, Galveston","The Fancy1002 Seawall Boulevard, Galveston",89
567,Tito’s Chow Down (Food Truck),"3102 Seawall Boulevard, Galveston","{'lat': 29.3016547, 'lng': -94.7754472}","Tito’s Chow Down (Food Truck)3102 Seawall Boulevard, Galveston","UTMB 17E113-191 11th Street, Galveston",86
570,Lucky Lounge,"904 Avenue M, Galveston","{'lat': 29.30163689999999, 'lng': -94.7754461}","Lucky Lounge904 Avenue M, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
571,Bubba's Beach Bar,"916 Avenue M, Galveston","{'lat': 29.3016325, 'lng': -94.7757322}","Bubba's Beach Bar916 Avenue M, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
572,Lone Star Rally-Bar Hq,"910 Avenue M, Galveston","{'lat': 29.3015921, 'lng': -94.7755315}","Lone Star Rally-Bar Hq910 Avenue M, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
573,Safari Beach Company,"910 Avenue M, Galveston","{'lat': 29.3016797, 'lng': -94.7755538}","Safari Beach Company910 Avenue M, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
575,Wingate by Wyndham,"1402 Seawall Boulevard, Galveston","{'lat': 29.297064, 'lng': -94.7802038}","Wingate by Wyndham1402 Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
